Name,Current price,Change(%),Open,High,Low,Volume
NAAS TECHNOLOGY INC. ADS,1.62,3.18,1.6,1.66,1.55,1485149
CLEAN ENERGY FUELS,3.01,2.03,3.0,3.12,2.97,1483698
DOORDASH INC.,107.3,2.98,104.89,107.81,104.76,1481229
CENTESSA PHARMACEUTICALS PLC ADS,8.01,12.2,8.21,8.48,7.62,1479719
CHARTER COMMUNICATIONS INC.,382.34,3.14,376.15,383.31,372.0,1468976
ABSCI CORP.,4.4,11.11,4.02,4.52,4.02,1462227
NANO DIMENSION,2.44,1.67,2.4,2.48,2.4,1454939
AMERICAN ELECTRIC POWER CO.,79.7,2.0,78.01,79.74,77.58,1453940
DEXCOM INC.,122.6,1.03,122.15,123.87,119.92,1452741
SAFETY SHOT INC.,2.79,110.58,3.19,3.21,2.75,1427601
GITLAB INC.,72.33,1.72,72.25,73.2,70.88,1425950
SABRA HEALTH CARE REIT INC.,13.44,0.75,13.33,13.45,13.22,1421719
ALLOVIR INC.,0.77,6.94,0.7236,0.7718,0.7001,1418796
VERTEX PHARMACEUTICALS INC.,433.87,0.11,434.0,435.91,431.0,1415125
XEROX HOLDINGS CORP.,18.54,0.43,18.58,18.7,18.28,1409131
ATRECA INC.,0.2776,15.58,0.289,0.2903,0.259,1405815
AURORA TECHNOLOGY ACQUISITION,5.02,0.0,3.98,5.88,3.9,1391965
WAVE LIFE SCIENCES,4.0,17.41,4.41,4.41,3.97,1391139
URBAN OUTFITTERS INC.,39.46,3.84,38.21,39.58,38.06,1390052
SLM CORP.,19.49,11.96,19.89,19.98,19.35,1384371
JAMES RIVER GROUP HLD.,9.33,12.51,9.51,9.69,9.08,1378215
GOPRO INC.,3.06,2.68,3.05,3.15,2.99,1371588
COMMSCOPE HOLDING CO.,2.35,1.29,2.41,2.41,2.29,1369661
SEAGATE TECHNOLOGY HLD.,86.8,1.31,85.88,87.5,85.88,1367806
AURINIA PHARMACEUTICALS INC,7.73,2.52,7.62,7.84,7.41,1365381
BAIDU INC. ADS,104.98,10.31,106.32,107.52,104.9,1364861
SELINA HOSPITALITY PLC,0.2471,117.63,0.2769,0.29,0.24,1362347
TRINITY BIOTECH PLC ADS,0.5644,14.34,0.5052,0.58,0.5,1352816
INFINERA CORP.,5.09,3.04,4.97,5.13,4.95,1352517
LIBERTY MEDIA CORP.,31.15,2.5,30.43,31.15,30.43,1346326
VIRTU FINANCIAL INC.,16.74,10.3,16.79,17.04,16.61,1335938
MACROGENICS INC.,15.27,6.78,14.4,15.37,14.07,1334610
ALLOGENE THERAPEUTICS INC.,3.71,5.4,3.55,3.75,3.46,1333242
CONSTELLATION ENERGY,127.63,4.61,122.0,127.7,122.0,1332572
MEREO BIOPHARMA GROUP PLC ADS,3.98,5.01,3.8,4.05,3.69,1324582
HASHICORP INC.,22.48,2.84,22.25,22.53,21.94,1324016
NEWS CORP.,24.77,0.53,24.69,24.78,24.31,1322569
ALKERMES PLC,26.94,10.41,26.94,27.15,26.5,1320520
BULLFROG AI HOLDINGS INC.,4.18,114.34,3.83,4.32,3.66,1317527
AKOUSTIS TECHNOLOGIES INC.,0.559,12.53,0.64,0.65,0.52,1316147
ACCURAY INC.,2.56,11.16,2.6,2.72,2.5,1312992
PTC INC.,179.4,10.69,177.74,182.79,176.81,1311034
VERADIGM INC.,9.2,0.77,9.12,9.26,9.11,1304438
AMARIN CORP.,1.21,7.08,1.19,1.21,1.14,1301574
SYMBOTIC INC.,46.82,8.81,43.78,47.16,43.6,1292672
WARNER MUSIC GROUP,37.13,1.75,36.68,37.15,36.21,1290835
ARCH CAPITAL GROUP,82.09,10.41,81.58,82.33,81.06,1288386
LILIUM N.V.,0.8586,4.07,0.84,0.8587,0.8147,1288027
NUTEX HEALTH INC.,0.1183,19.0,0.127,0.13,0.116,1282120
OUTLOOK THERAPEUTICS INC.,0.3625,16.09,0.39,0.4,0.3562,1280662
MELCO RESORTS & ENTERTAINMENT,8.14,4.23,8.05,8.35,7.97,1280235
TRAVERE THERAPEUTICS INC.,8.6,13.7,8.86,8.87,8.16,1270558
NXP SEMICONDUCTORS N.V.,213.01,1.16,211.69,214.04,209.44,1266937
PALO ALTO NETWORKS INC.,339.97,0.43,339.0,340.45,335.44,1266370
FUSION PHARMACEUTICALS INC.,11.12,14.3,12.14,12.21,10.76,1265603
VERA THERAPEUTICS INC.,38.0,4.34,36.5,39.46,36.05,1257650
XERIS BIOPHARMA HLD.,2.51,2.03,2.5,2.56,2.43,1245372
EXPEDIA GROUP INC.,151.52,2.15,148.99,151.77,146.77,1244695
GENTEX CORP.,34.12,2.99,33.24,34.13,33.24,1244343
OCULAR THERAPEUTIX INC.,5.25,8.02,4.95,5.4,4.84,1243224
PURECYCLE TECHNOLOGIES INC.,4.04,3.06,3.95,4.06,3.75,1240120
SELLAS LIFE SCIENCES GROUP,0.5975,16.64,0.6529,0.6788,0.5737,1234755
TAYSHA GENE THERAPIES INC.,1.56,2.63,1.54,1.61,1.49,1233610
STAR BULK CARRIERS,21.42,11.47,21.9,22.09,21.23,1227984
OKTA INC.,84.9,2.72,83.84,85.51,82.96,1225183
CROCS INC.,100.81,10.66,103.04,103.32,98.89,1224049
MYMD PHARMACEUTICALS INC.,0.1499,10.07,0.152,0.1577,0.141,1223787
PAYCHEX INC.,121.1,10.52,121.78,122.01,119.23,1223109
CVB FINANCIAL CORP.,16.42,12.09,16.95,17.15,15.95,1221533
CELLECTAR BIOSCIENCES INC.,3.93,0.51,4.01,4.01,3.72,1220524
SAGIMET BIOSCIENCES,10.05,6.01,9.56,10.73,9.5,1219485
DOCGO INC.,3.6,12.7,3.7,3.74,3.46,1210908
OFFICE PROPERTIES INCOME TRUST,3.68,0.27,3.68,3.77,3.58,1209638
APELLIS PHARMACEUTICALS INC.,62.13,11.83,63.45,64.92,61.89,1206004
HOLOGIC INC.,74.41,10.04,74.45,74.69,73.42,1202990
FULTON FINANCIAL,15.49,10.64,15.7,15.92,14.95,1201168
MERSANA THERAPEUTICS INC.,3.38,6.96,3.17,3.38,3.15,1198331
HUB CYBER SECURITY,1.82,13.75,1.57,1.85,1.55,1197967
TABOOLA.COM,4.83,2.33,4.95,5.0,4.69,1197660
ORGANIGRAM HOLDINGS INC.,1.83,10.24,1.68,1.88,1.68,1196851
TORM PLC,34.91,12.87,36.21,36.51,33.74,1195698
PACCAR INC.,102.02,1.62,101.24,102.23,100.56,1194141
STITCH FIX INC.,3.3,3.12,3.23,3.37,3.19,1194124
SUNWORKS INC.,0.2212,0.5,0.22,0.2299,0.2101,1190361
LATTICE SEMICONDUCTOR,61.12,0.43,60.89,62.03,60.08,1187823
GOLUB CAPITAL BDC,15.23,10.2,15.36,15.36,15.08,1186752
DRIVEN BRANDS HLD.,13.54,3.28,13.21,13.56,13.1,1183942
PINNACLE FINANCIAL PARTNERS,82.58,16.56,88.07,88.58,78.99,1183894
GRIFOLS S.A. ADS,8.03,10.12,8.08,8.08,7.85,1180061
SUMMIT THERAPEUTICS INC.,4.0,2.04,3.94,4.03,3.81,1173468
ATLASSIAN CORP.,254.9,2.05,253.5,256.88,250.93,1171631
AEHR TEST SYSTEMS,15.1,1.68,15.1,15.15,14.63,1169578
ONCONETIX INC.,0.173,19.47,0.1784,0.1791,0.1632,1165841
ARVINAS INC.,45.65,10.0,43.46,46.82,42.62,1163542
EXELIXIS INC.,21.75,10.05,21.75,21.88,21.54,1162420
CREDO TECHNOLOGY GROUP HOLDING LTD,20.56,0.24,20.61,20.69,20.1,1158633
PAYONEER GLOBAL INC.,4.76,1.71,4.69,4.77,4.63,1157265
AUTOMATIC DATA PROCESSING INC.,247.08,0.53,245.0,247.25,241.97,1156005
ACHILLES THERAPEUTICS PLC ADS,1.0,7.53,0.93,1.04,0.91,1155197
ALPINE IMMUNE SCIENCES INC.,27.98,5.15,26.84,28.44,26.5,1148795
LKQ CORP.,47.74,2.29,46.92,47.76,46.54,1148360
AVIDXCHANGE HOLDINGS INC.,11.19,2.1,11.06,11.22,10.94,1147224
OMEROS CORP.,3.4,4.94,3.55,3.57,3.26,1138548
SYNDAX PHARMACEUTICALS INC.,21.24,3.66,20.59,21.92,20.51,1138266
BITDEER TECHNOLOGIES GROUP,7.94,13.05,8.15,8.39,7.61,1131607
REMITLY GLOBAL INC.,17.35,1.23,17.18,17.48,16.91,1128962
UPWORK INC.,13.97,1.9,13.82,14.0,13.6,1128634
GOODRX HOLDINGS INC.,6.13,2.17,6.06,6.15,5.92,1127398
VINFAST AUTO,5.93,10.34,6.1,6.11,5.9,1125977
UNITI GROUP INC.,5.38,2.28,5.28,5.39,5.2,1125018
AMICUS THERAPEUTICS INC.,12.66,1.85,12.52,12.74,12.4,1124338
OLAPLEX HOLDINGS INC.,2.35,4.44,2.28,2.36,2.22,1120283
ILLUMINA INC.,145.74,1.91,143.69,145.93,143.0,1116969
KODIAK SCIENCES INC,4.39,9.48,4.09,4.47,4.04,1116688
COSTAR GROUP INC.,84.6,1.34,83.88,85.06,82.89,1113416
AMNEAL PHARMACEUTICALS INC.,5.51,2.99,5.5,5.53,5.24,1113353
SURGERY PARTNERS INC.,32.53,6.0,30.93,32.76,30.79,1109639
GROCERY OUTLET HOLDING,24.86,0.32,24.87,25.02,24.45,1108728
VIVID SEATS INC.,5.73,10.17,5.77,5.81,5.66,1105356
TAKE-TWO INTERACTIVE SOFTWARE,166.33,0.85,164.57,166.33,162.44,1104976
GRITSTONE BIO INC.,2.46,2.93,2.4,2.5,2.35,1104614
ADMA BIOLOGICS INC,5.3,2.12,5.25,5.32,5.18,1102454
UNIQURE N.V.,5.56,0.0,5.61,5.69,5.43,1094673
CRISPR THERAPEUTICS AG,64.67,2.73,63.49,65.8,62.2,1084683
INVIVO THERAPEUTICS HLD.,0.331,148.29,0.26,0.3985,0.2401,1078998
TRIMBLE INC.,52.39,3.01,50.93,52.52,50.59,1077201
T. ROWE PRICE GROUP INC.,109.87,1.31,108.87,110.05,107.24,1075440
VIMEO INC.,3.97,0.0,3.99,4.03,3.88,1071394
COSTCO WHOLESALE,704.48,1.38,694.0,705.3,691.5,1065014
HELLO GROUP INC. ADS,5.86,10.17,5.91,5.97,5.85,1062977
CHESAPEAKE ENERGY,76.93,10.23,77.23,78.12,76.46,1060034
1-800-FLOWERS.COM INC.,10.43,0.29,9.97,10.66,9.59,1055991
G1 THERAPEUTICS INC.,4.46,12.91,3.96,4.49,3.85,1054536
DAVE & BUSTER S ENTERTAINMENT,54.3,1.44,53.75,54.4,52.26,1052198
ADVERUM BIOTECHNOLOGIES INC.,1.19,13.33,1.04,1.19,1.03,1051229
MAKEMYTRIP LTD.,57.01,2.92,55.25,57.15,54.36,1050875
ELEVATION ONCOLOGY INC.,2.7,12.88,2.9,3.01,2.62,1048413
ADDVANTAGE TECHNOLOGIES GROUP,0.61,167.03,1.43,1.53,0.47,1046655
IMMUNOVANT INC.,36.07,10.93,36.23,36.5,35.51,1045115
REDHILL BIOPHARMA,0.5914,1.97,0.58,0.5999,0.549,1045082
GLOBALFOUNDRIES INC. ORD.,54.66,10.58,55.1,55.4,54.3,1043021
CROWN ELECTROKINETICS,0.133,1.53,0.1341,0.1347,0.126,1042747
STANDARD BIOTOOLS INC.,2.29,0.88,2.27,2.34,2.17,1042170
VIRIDIAN THERAPEUTICS INC.,20.0,3.9,19.45,20.44,19.26,1039035
VIR BIOTECHNOLOGY INC.,9.12,12.98,9.44,9.44,8.86,1038963
BAOZUN INC. ADS,2.22,0.45,2.3,2.34,2.21,1032425
AQUESTIVE THERAPEUTICS INC.,2.67,11.72,2.45,2.74,2.41,1030001
ALLAKOS INC.,1.35,6.3,1.3,1.36,1.25,1029704
ZSCALER INC.,238.06,1.01,236.61,240.36,235.42,1028786
HEART TEST LABORATORIES INC.,0.141,15.87,0.148,0.149,0.1378,1024957
OCUGEN INC.,0.53,11.1,0.5342,0.55,0.53,1024606
NORTHWEST BANCSHARES INC.,12.1,12.18,12.27,12.29,11.63,1024487
ADAPTIVE BIOTECHNOLOGIES,3.74,1.91,3.7,3.79,3.64,1024040
DIAMONDBACK ENERGY INC.,152.72,10.66,154.5,155.16,151.33,1020953
VERRA MOBILITY CORP.,24.3,1.63,23.95,24.34,23.76,1010835
DIGITAL TURBINE INC.,5.45,1.11,5.45,5.53,5.34,1010812
VS MEDIA HOLDINGS,0.47,10.07,0.4719,0.51,0.42,1009331
EVAXION BIOTECH A/S ADS,4.6,17.05,4.01,5.29,4.01,1008534
CAPITOL FEDERAL FINANCIAL INC.,6.34,0.0,6.29,6.4,6.14,1006535
EDITAS MEDICINE INC.,7.22,2.7,7.07,7.28,6.97,1002456
BEAM THERAPEUTICS INC.,26.43,8.32,24.56,26.78,24.08,998974
ROYALTY PHARMA PLC,28.68,1.02,28.46,28.7,28.22,997034
YOSHITSU CO. LTD ADS,0.249,14.93,0.2597,0.265,0.2319,996215
ROSS STORES INC.,143.11,2.02,140.8,143.16,140.78,995921
DOLLAR TREE INC.,135.63,3.84,131.31,136.09,130.86,993275
ABCELLERA BIOLOGICS INC.,5.2,1.76,5.17,5.24,5.11,991997
STEEL DYNAMICS INC.,119.79,10.75,121.93,122.85,118.57,991126
ASP ISOTOPES INC.,2.82,15.1,2.5,2.98,2.5,989510
FREIGHT TECHNOLOGIES INC.,0.23,19.34,0.242,0.2539,0.2166,988720
UNITED COMMUNITY BANKS INC.,27.31,10.11,27.56,27.77,26.23,988011
CROWDSTRIKE HOLDINGS INC.,299.08,2.25,296.14,299.9,294.17,983886
REVELATION BIOSCIENCES INC.,3.18,163.86,3.54,3.64,3.05,983262
CALAMP CORP.,0.16,195.02,0.15,0.17,0.14,980257
TENABLE HOLDINGS INC.,47.57,1.0,47.46,47.69,46.73,977576
BROADCOM INC.,1200.01,1.7,1187.35,1203.09,1179.11,976513
BEYOND MEAT INC.,6.69,1.06,6.64,6.89,6.6,969015
VERVE THERAPEUTICS INC.,11.21,3.6,10.84,11.38,10.67,967461
ACELYRIN INC.,8.14,6.82,7.66,8.26,7.51,965861
SAVARA INC.,5.06,2.43,5.03,5.14,4.9,965231
SPLUNK INC.,153.34,10.02,153.42,153.68,153.28,961062
BIOMARIN PHARMACEUTICAL INC.,88.74,0.75,87.72,88.87,87.26,955207
LIBERTY GLOBAL LTD.,19.89,0.96,19.82,20.02,19.54,951674
SYNOPSYS INC.,540.0,1.25,534.0,542.22,531.01,948520
LIVEPERSON INC.,2.64,15.71,2.83,2.84,2.63,945686
RAIL VISION,12.35,117.11,15.12,15.48,12.1,944233
BIOMEA FUSION INC.,19.5,7.85,18.23,20.21,17.83,943943
VERISK ANALYTICS INC.,246.62,2.11,242.48,246.7,240.36,934492
TPI COMPOSITES INC.,2.91,7.78,2.8,2.94,2.74,926008
WEATHERFORD INTERNATIONAL PLC,87.98,11.75,90.12,91.51,86.8,925025
BAIJIAYUN GROUP LTD CLASS,0.908,4.66,0.82,0.92,0.82,919939
THREDUP INC.,2.04,0.0,2.09,2.09,1.9,914635
TEMPEST THERAPEUTICS INC.,4.07,7.39,3.79,4.15,3.75,909830
NORTHERN TRUST CORP.,79.3,10.43,79.76,80.01,77.72,908099
VERB TECHNOLOGY CO.,0.1478,16.46,0.1626,0.1626,0.1429,904766
CME GROUP INC.,205.79,10.02,204.71,206.74,202.8,902808
VIASAT INC.,22.49,1.17,22.35,23.03,21.97,901930
ACM RESEARCH INC.,16.99,11.34,17.48,17.57,16.57,901534
ROVER GROUP INC.,10.94,0.0,10.94,10.96,10.94,899309
BRIDGEBIO PHARMA INC.,33.31,12.86,34.44,34.61,33.21,897679
EASTERN BANKSHARES INC.,13.85,10.79,14.04,14.15,13.24,897412
FERROGLOBE PLC,5.09,0.59,5.09,5.2,5.06,886817
ATEA PHARMACEUTICALS INC.,4.22,1.44,3.83,4.26,3.83,884337
NUVVE HOLDING CORP.,1.22,11.61,1.33,1.34,1.11,882296
UNITED BANKSHARES INC.,35.72,10.36,36.0,36.6,34.53,877540
NETEASE INC. ADS,100.9,3.34,100.29,101.76,100.14,876084
CEREVEL THERAPEUTICS HLD.,41.81,10.21,41.92,41.99,41.75,873315
NEW FORTRESS ENERGY INC.,32.41,12.47,33.58,33.92,32.09,872682
PYXIS ONCOLOGY INC.,3.71,12.62,3.8,4.02,3.67,870415
HANCOCK WHITNEY,43.06,14.54,45.37,45.5,41.69,869822
GOLAR LNG LTD.,22.01,0.92,21.95,22.39,21.81,867706
LONGBOARD PHARMACEUTICALS INC.,21.15,10.42,21.24,21.5,20.06,862308
OMEGA THERAPEUTICS INC.,3.29,19.86,3.65,3.68,3.22,861594
AXONICS INC.,67.7,10.27,68.01,68.2,67.66,860910
EYEPOINT PHARMACEUTICALS INC.,28.51,5.87,27.07,28.93,26.74,860044
TTM TECHNOLOGIES INC.,14.32,2.95,13.95,14.35,13.95,858705
INTUITIVE SURGICAL INC.,383.83,1.48,378.41,384.29,375.67,858509
CERUS CORP.,1.97,8.84,1.87,1.98,1.84,858251
ADOBE INC.,627.91,1.64,619.0,628.8,618.78,851984
QUANTUM COMPUTING INC.,0.7502,17.51,0.82,0.842,0.7502,851946
NATERA INC.,68.19,3.41,66.58,68.61,66.0,851633
AVNET INC.,45.36,0.13,45.34,45.46,44.43,850847
OUTSET MEDICAL INC.,2.98,11.97,3.07,3.21,2.83,845041
BLACK DIAMOND THERAPEUTICS,4.26,10.94,3.91,4.28,3.9,844484
FLUENCE ENERGY INC.,20.55,3.42,20.34,20.97,20.07,840720
CCC INTELLIGENT SOLUTIONS HLD.,11.06,0.64,11.01,11.1,10.95,840202
AMYLYX PHARMACEUTICALS INC.,16.57,3.56,16.03,16.67,15.75,838218
KURA ONCOLOGY INC.,21.02,4.37,20.36,21.22,19.91,836875
CYMABAY THERAPEUTICS INC.,24.39,3.74,23.69,24.61,23.22,833927
NKARTA INC.,10.61,17.37,9.18,10.68,9.05,832734
ACLARIS THERAPEUTICS INC.,1.2,3.45,1.18,1.24,1.17,832143
MORPHOSYS AG ADS,11.51,9.51,10.83,11.58,10.83,832087
INTERACTIVE BROKERS GROUP INC.,90.88,2.4,88.48,90.98,88.32,830877
INTER & CO. INC.,5.11,1.59,5.03,5.11,5.01,827055
BIOSIG TECHNOLOGIES INC.,0.155,17.79,0.1769,0.1769,0.143,826909
AVID BIOSERVICES INC.,6.59,12.66,6.83,6.89,6.54,823895
PURPLE INNOVATION INC.,1.15,12.75,1.04,1.16,1.01,823892
THE CHEESECAKE FACTORY INC.,35.74,3.99,34.55,35.77,34.55,818205
ICOSAVAX INC.,15.21,10.65,15.32,15.32,15.18,816076
INCYTE CORP.,59.16,0.66,58.52,59.27,58.03,812494
THESEUS PHARMACEUTICALS INC.,4.08,0.49,4.08,4.09,4.06,811795
BUZZFEED INC.,0.1814,10.27,0.183,0.1849,0.1725,811763
ASTRIA THERAPEUTICS INC.,13.56,4.07,13.0,14.05,12.12,810852
IMPERIAL PETROLEUM INC.,3.32,12.35,3.41,3.57,3.14,809885
MARKETAXESS HOLDINGS INC.,218.96,12.9,223.42,226.54,214.39,807995
VERINT SYSTEMS INC.,29.51,10.61,29.79,30.15,28.91,807043
PORCH GROUP INC.,2.35,0.0,2.37,2.43,2.21,806324
ACADIA PHARMACEUTICALS INC.,26.14,0.89,26.07,26.33,25.61,804959
FTAI AVIATION LTD.,55.4,2.69,54.33,55.53,54.2,803802
SANA BIOTECHNOLOGY INC.,5.83,6.19,5.49,5.83,5.43,803068
OBLONG INC.,0.1721,114.51,0.1952,0.1999,0.1699,802419
TEXAS CAPITAL BANCSHARES INC.,60.52,10.79,61.42,61.81,58.44,801157
AKAMAI TECHNOLOGIES INC.,124.04,0.66,123.46,124.44,122.93,794340
AMBRX BIOPHARMA INC.,27.78,10.07,27.8,27.8,27.77,792120
ASSERTIO HOLDINGS INC.,0.8357,15.31,0.9029,0.9087,0.822,791909
KOPIN CORP.,1.84,2.79,1.81,1.85,1.75,791124
MESA AIR GROUP INC.,0.8949,11.81,0.91,0.9339,0.8421,790584
SYNAPTOGENIX INC.,0.179,12.66,0.1742,0.1838,0.1651,788644
WIX.COM,127.17,0.23,127.9,129.37,125.91,787026
ENSYSCE BIOSCIENCES INC.,1.48,18.64,1.56,1.57,1.39,785717
INFOBIRD CO. LTD,1.01,125.74,0.95,1.24,0.92,780973
BRIGHT GREEN CORP.,0.2109,5.66,0.2019,0.2175,0.192,778916
SAGE THERAPEUTICS INC.,26.0,1.4,25.75,26.18,25.46,778779
CENTURY ALUMINUM CO.,11.25,0.9,11.27,11.4,10.94,775596
SUNOPTA INC.,6.15,3.36,5.99,6.16,5.87,774926
ERASCA INC.,1.72,2.99,1.67,1.76,1.64,773689
TERNS PHARMACEUTICALS INC.,5.26,1.54,5.22,5.34,4.94,772835
ALPHATEC HOLDINGS INC.,16.68,3.67,16.24,16.83,16.2,771241
GRACELL BIOTECHNOLOGIES,10.23,0.1,10.18,10.3,10.18,771010
LIBERTY GLOBAL LTD.,21.1,0.76,21.08,21.2,20.74,768206
WORKDAY INC.,294.0,1.01,292.7,295.26,291.1,764430
EDGEWISE THERAPEUTICS INC.,19.18,7.57,17.95,19.5,17.88,763859
CULLINAN ONCOLOGY INC.,17.5,15.59,15.23,17.52,15.14,763241
RIGEL PHARMACEUTICALS INC.,1.19,1.71,1.19,1.21,1.18,761531
PRIVIA HEALTH GROUP INC.,20.53,1.84,20.19,20.71,19.99,761422
89BIO INC.,9.98,0.81,9.99,10.2,9.84,757934
MACOM TECHNOLOGY SOLUTIONS HLD.,84.04,12.54,84.53,86.34,81.02,756386
COCA-COLA EUROPACIFIC PARTNERS PLC,70.01,1.61,69.0,70.01,68.61,755777
PANBELA THERAPEUTICS INC.,1.26,19.35,1.39,1.39,1.24,755468
GROWGENERATION CORP.,2.39,3.46,2.35,2.42,2.28,751534
SONOS INC.,15.85,1.73,15.69,15.89,15.53,751059
WINTRUST FINANCIAL,93.72,13.36,97.14,97.73,91.18,750650
AMERICAN BATTERY TECHNOLOGY CO.,2.54,15.93,2.8,2.8,2.51,747774
SELECTIVE INSURANCE GROUP INC.,96.8,17.69,100.3,101.99,95.0,746968
H WORLD GROUP LTD.,31.8,0.09,31.87,31.99,31.49,742839
COGNEX CORP.,36.58,1.22,36.37,36.7,35.86,738245
MONGODB INC.,409.07,2.13,404.93,411.31,399.88,736644
TANDEM DIABETES CARE INC.,23.68,3.86,23.04,23.83,22.71,733618
BLOOMIN BRANDS INC.,27.41,2.97,26.79,27.46,26.78,732099
STARBOX GROUP HOLDINGS,0.3026,111.0,0.322,0.38,0.29,728727
LYELL IMMUNOPHARMA INC.,1.85,1.09,1.84,1.9,1.79,727737
B. RILEY FINANCIAL INC.,21.9,16.49,23.47,23.83,21.55,725994
CAREDX INC.,8.88,3.74,8.67,8.98,8.56,724879
RAMBUS INC.,68.15,10.55,68.87,69.3,67.66,724582
GRUPO FINANCIERO GALICIA S.A. ADS SHAR,21.83,1.02,21.77,22.05,21.38,720637
ECHOSTAR CORP.,13.45,0.45,13.46,13.77,13.25,720617
APPLIED THERAPEUTICS INC.,3.12,10.32,3.19,3.19,2.96,720200
MARRIOTT INTERNATIONAL,243.67,1.64,240.41,243.79,238.72,719699
ENTEGRIS INC.,117.99,0.25,119.18,119.24,115.64,716684
FIRST HAWAIIAN INC.,21.33,11.66,21.87,21.96,20.76,715051
AVENUE THERAPEUTICS INC.,0.1468,10.81,0.1452,0.153,0.1412,714508
HOMOLOGY MEDICINES INC.,0.6998,4.45,0.66,0.715,0.66,712899
HILLMAN SOLUTIONS,9.01,2.5,8.88,9.02,8.77,711444
VIPER ENERGY INC.,31.21,10.03,31.24,31.57,30.7,706761
FIVE BELOW INC.,182.54,1.72,181.34,182.69,177.61,706325
JFROG,33.63,3.38,32.73,33.69,32.72,705540
PROFRAC HOLDING,7.53,14.8,7.96,8.05,7.42,701151
EXP WORLD HOLDINGS INC.,12.93,4.44,12.57,13.05,12.45,700015
VANDA PHARMACEUTICALS INC.,3.73,3.61,3.65,3.77,3.62,699736
CHAMPIONX CORP.,27.25,10.58,27.6,27.76,26.93,698838
FAZE HOLDINGS INC.,0.1936,5.22,0.186,0.1949,0.18,697465
KRISPY KREME INC.,13.79,3.76,13.34,13.8,13.34,694124
ULTRAGENYX PHARMACEUTICAL INC.,44.1,10.02,44.49,44.71,43.65,693083
MEIWU TECHNOLOGY CO.,1.21,134.24,1.92,2.05,1.17,692285
THE SIMPLY GOOD FOODS CO.,37.91,0.29,37.84,38.24,37.56,690833
FOX CORP.,30.12,0.37,30.01,30.16,29.58,690738
SUN COUNTRY AIRLINES HLD.,14.66,7.71,14.38,15.27,14.28,689817
ADTRAN HOLDINGS INC.,6.7,7.03,6.26,6.73,6.26,689125
COGENT BIOSCIENCES INC.,4.48,1.13,4.43,4.6,4.36,688934
PRINCIPAL FINANCIAL GROUP INC,77.73,11.73,78.51,78.62,75.65,688727
MICROALGO INC.,0.4086,1.87,0.399,0.412,0.3903,687028
AGRIFY CORP.,0.774,4.61,0.656,0.795,0.656,686459
FRONTIER COMMUNICATIONS PARENT,24.69,0.24,25.24,25.24,24.27,684708
TRACON PHARMACEUTICALS INC.,0.195,2.9,0.1894,0.1982,0.1851,682636
CANADIAN SOLAR INC.,22.92,3.71,22.51,23.03,22.18,681681
NEKTAR THERAPEUTICS,0.57,5.11,0.55,0.57,0.5222,681583
GARRETT MOTION INC.,8.83,2.79,8.62,8.85,8.6,674800
TEXAS ROADHOUSE INC.,128.67,2.35,126.39,128.71,126.29,672047
LULULEMON ATHLETICA INC.,461.82,1.76,454.9,463.03,454.02,671341
10X GENOMICS INC.,43.58,4.58,41.91,43.73,41.73,670905
KALVISTA PHARMACEUTICALS INC.,15.74,10.19,15.81,16.88,15.46,670660
BETTER THERAPEUTICS INC.,0.196,3.59,0.1923,0.1998,0.188,670385
OPTION CARE HEALTH INC.,31.69,1.44,31.36,31.75,31.27,669499
SEACOAST BANKING,23.95,12.48,24.85,25.11,23.31,666613
LPL FINANCIAL HLD.,240.46,0.53,238.76,242.05,236.96,664918
INMODE,24.12,1.82,23.91,24.16,23.55,664060
VILLAGE FARMS INTERNATIONAL,0.89,4.71,0.865,0.91,0.841,663364
NEXTDECADE CORP.,5.09,0.0,5.14,5.28,5.0,663002
TRUPANION INC.,27.4,0.74,27.41,27.81,26.85,662884
THE MIDDLEBY CORP.,145.52,3.15,142.06,146.15,140.9,662555
ITERUM THERAPEUTICS PLC ORD.,1.52,11.3,1.65,1.66,1.43,661956
ACI WORLDWIDE INC.,29.71,11.2,30.27,30.55,29.57,661563
IKENA ONCOLOGY INC.,1.36,1.49,1.36,1.4,1.31,661198
CARDLYTICS INC.,7.64,0.0,7.85,8.42,7.47,660145
REGENCY CENTERS,63.65,1.56,62.67,63.67,62.1,659644
ALIGNMENT HEALTHCARE INC.,6.48,13.28,6.56,6.73,6.36,654303
HASBRO INC.,49.95,2.04,49.12,50.06,48.83,652788
MARTEN TRANSPORT,19.06,3.03,18.57,19.07,18.42,651796
GDS HOLDINGS LTD.,5.45,0.55,5.55,5.6,5.42,651791
ANAVEX LIFE SCIENCES,6.15,3.02,6.0,6.15,5.87,651226
COMPASS PATHWAYS PLC ADS,11.34,0.62,11.22,11.84,10.91,651079
INSMED INC.,28.53,2.63,28.02,28.8,27.85,649565
TOWER SEMICONDUCTOR,28.68,10.59,28.77,28.85,28.11,649433
TOURMALINE BIO INC.,34.21,2.46,35.75,37.39,33.41,648895
HOPE BANCORP INC.,10.93,11.35,11.16,11.27,10.61,647031
LINDE PLC,408.44,0.89,408.27,410.0,405.31,644603
DLOCAL LTD.,16.43,1.99,16.16,16.54,15.84,644487
CARROLS RESTAURANT GROUP INC.,9.42,0.21,9.4,9.42,9.4,639233
